collage,Player,id,height,weight,born,birth_city,birth_state
University of Minnesota,Doug Bolstorff,444,193,88,1931,,
Wayne State University,George Brown,445,198,86,1935,,
St. John's University,Dick Duckett,446,185,83,1933,,
Utah State University,Pat Dunn,447,188,77,1931,,
University of Detroit Mercy,Bill Ebben,448,193,86,1935,,
Niagara University,Bo Erias,449,190,99,1932,Astoria,New York
University of California,Larry Friend,450,193,83,1935,Chicago,Illinois
,Hot Rod,451,193,83,1935,,
Jackson State University,McCoy Ingram,452,203,95,1931,,
North Carolina Central University,Sam Jones*,453,193,89,1933,Wilmington,North Carolina
Southern Methodist University,Jim Krebs,454,203,104,1935,Webster Groves,Missouri
St. Bonaventure University,Brendan McCann,455,188,80,1935,Brooklyn,New York
University of Connecticut,Worthy Patterson,456,188,79,1931,New Haven,Connecticut
Manhattan College,Jerry Paulson,457,188,83,1935,,
Saint Joseph's University,Ray Radziszewski,458,196,95,1935,,
University of North Carolina,Lennie Rosenbluth,459,193,86,1933,New York,New York
Texas Southern University,Woody Sauldsberry,460,201,99,1934,Winnsboro,Louisiana
University of Detroit Mercy,Guy Sparrow,461,198,98,1932,Pontiac,Michigan
University of Louisville,Charlie Tyra,462,203,104,1935,Louisville,Kentucky
Stanford University,Jim Walsh,463,193,88,1930,San Francisco,California
University of Memphis,Win Wilfong,464,188,83,1933,,
Seattle University,Elgin Baylor*,465,196,102,1934,Washington,District of Columbia
University of Kentucky,Jerry Bird,466,198,95,1935,Corbin,Kentucky
University of Dayton,Bucky Bockhorn,467,193,90,1933,Campbell Hill,Illinois
University of North Carolina,Pete Brennan,468,198,92,1936,Brooklyn,New York
Bradley University,Barney Cable,469,201,79,1935,,
Indiana University,Archie Dees,470,203,92,1936,Ethel,Mississippi
University of Cincinnati,Connie Dierking,471,206,100,1936,Brooklyn,New York
Niagara University,Boo Ellis,472,196,83,1936,,
Miami University,Wayne Embry*,473,203,108,1937,Springfield,Ohio
University of San Francisco,Mike Farmer,474,201,95,1936,Oklahoma City,Oklahoma
Oregon State University,Dave Gambee,475,198,97,1937,Portland,Oregon
Marshall University,Hal Greer*,476,188,79,1936,Huntington,West Virginia
Morehead State University,Steve Hamilton,477,198,86,1935,Columbia,Kentucky
University of Kentucky,Vern Hatton,478,190,88,1936,Owingsville,Kentucky
University of Portland,Andy Johnson,479,196,97,1932,Los Angeles,California
,K.C. Jones*,480,196,97,1932,,
University of North Carolina,Tommy Kearns,481,180,83,1936,New York,New York
Bradley University,Shellie McMillon,482,196,92,1936,,
University of Dayton,Jim Palmer,483,203,101,1933,Keokee,Virginia
Kansas State University,Jack Parr,484,206,99,1936,Louisville,Kentucky
Oklahoma City University,Hub Reed,485,206,97,1936,Harrah,Oklahoma
Temple University,Guy Rodgers*,486,183,83,1935,Philadelphia,Pennsylvania
University of Louisville,Phil Rollins,487,188,83,1934,Wickliffe,Kentucky
Thomas More College,Larry Staverman,488,201,92,1936,,
Texas Southern University,Bennie Swain,489,203,99,1933,,
"California State University, Fresno",Gary Alcorn,490,206,102,1936,,
Michigan State University,Bob Anderegg,491,190,90,1937,Monroe,Wisconsin
Tennessee State University,Dick Barnett,492,193,86,1936,Gary,Indiana
North Carolina State University,Whitey Bell,493,183,81,1932,Monticello,Kentucky
University of Kansas,Wilt Chamberlain*,494,216,124,1936,Philadelphia,Pennsylvania
Saint Louis University,Bob Ferry,495,203,104,1937,St. Louis,Missouri
Michigan State University,Johnny Green,496,196,90,1933,Dayton,Ohio
George Washington University,Gene Guarilia,497,196,99,1937,Duryea,Pennsylvania
University of Notre Dame,Tom Hawkins,498,196,95,1936,Chicago,Illinois
Mississippi State University,Bailey Howell*,499,201,95,1937,Middleton,Tennessee
University of Kansas,Maury King,500,188,88,1935,,
Dartmouth College,Rudy LaRusso,501,201,99,1937,Brooklyn,New York
Northwestern University,Nick Mantis,502,190,86,1935,,
New York University,Cal Ramsey,503,193,90,1937,Selma,Alabama
North Carolina State University,John Richter,504,206,102,1937,,
Northwestern University,Joe Ruklick,505,206,99,1938,Princeton,Illinois
West Virginia University,Bobby Smith,506,193,86,1937,,
University of Cincinnati,Wayne Stevens,507,190,83,1936,,
University of Wyoming,Tony Windis,508,185,72,1933,,
North Carolina Agricultural and Technical State University,Al Attles,509,183,79,1936,Newark,New Jersey
Kansas State University,Bob Boozer,510,203,97,1937,Omaha,Nebraska
Wake Forest University,Dave Budd,511,198,92,1938,Woodbury,New Jersey
University of Cincinnati,Ralph Davis,512,193,81,1938,Vanceburg,Kentucky
Oregon State University,Swede Halbrook,513,221,106,1933,,
University of California,Darrall Imhoff,514,208,99,1938,San Gabriel,California
University of Minnesota,Ron Johnson,515,203,97,1938,,
,Howie Jolliff,516,203,97,1938,,
Northwestern University,Willie Jones,517,190,83,1936,,
Temple University,Pickles Kennedy,518,180,81,1938,Philadelphia,Pennsylvania
University of San Francisco,Fred LaCour,519,196,95,1938,,
University of Michigan,George Lee,520,193,90,1936,,
Saint Joseph's University,Bob McNeill,521,185,77,1938,Philadelphia,Pennsylvania
Louisiana Tech University,Jackie Moreland,522,201,97,1938,Minden,Louisiana
University of Illinois at Urbana-Champaign,Don Ohl,523,190,86,1936,Murphysboro,Illinois
Ohio State University,Joe Roberts,524,198,97,1936,,
University of Cincinnati,Oscar Robertson*,525,196,92,1938,Charlotte,Tennessee
New York University,Tom Sanders*,526,198,95,1938,New York,New York
West Virginia University,Jerry West*,527,188,79,1938,Chelyan,West Virginia
Providence College,Lenny Wilkens*,528,185,81,1937,Brooklyn,New York
Iowa State University,Stacey Arceneaux,529,193,95,1936,,
Indiana University,Walt Bellamy*,530,211,102,1939,New Bern,North Carolina
College of the Holy Cross,George Blaney,531,185,79,1939,Jersey City,New Jersey
,George Bon,532,185,79,1939,,
Tennessee State University,Joe Buckhalter,533,201,95,1937,,
Jackson State University,Cleveland Buckner,534,206,95,1938,Yazoo City,Mississippi
Michigan State University,Ed Burton,535,198,102,1939,,
Pikeville College,Donnie Butcher,536,188,90,1936,Williamsport,Kentucky
Niagara University,Al Butler,537,188,79,1938,Rochester,New York
DePaul University,Howie Carl,538,175,72,1938,Chicago,Illinois
Bowling Green State University,Jimmy Darrow,539,178,77,1937,Akron,Ohio
Providence College,Johnny Egan,540,180,81,1939,Hartford,Connecticut
,Rich Eichhorst,541,180,81,1939,,
Winston-Salem State University,Cleo Hill,542,185,83,1938,Newark,New Jersey
Indiana University,Ron Horn,543,201,99,1938,Marion,Indiana
Duke University,Doug Kistler,544,206,95,1938,,
University of North Carolina,York Larese,545,193,83,1938,New York,New York
University of Houston,Ted Luckenbill,546,198,92,1939,,
St. Bonaventure University,Whitey Martin,547,188,83,1939,,
Saint Mary's College of California,Tom Meschery,548,198,97,1938,Harbin Manchuria,China
Stanford University,Paul Neumann,549,185,79,1938,,
Saint Louis University,Bevo Nordmann,550,208,102,1939,St. Louis,Missouri
Western Kentucky University,Chuck Osborne,551,198,95,1939,,
University of Houston,Gary Phillips,552,190,85,1939,Quincy,Illinois
Indiana University,Frank Radovich,553,203,106,1938,,
University of Portland,Ray Scott,554,206,97,1938,Philadelphia,Pennsylvania
University of North Carolina,Lee Shaffer,555,201,99,1939,Chicago,Illinois
Pepperdine University,Bob Sims,556,196,99,1938,,
University of Kentucky,Adrian Smith,557,185,81,1936,Farmington,Kentucky
Saint Peter's College,Bill Smith,558,196,86,1939,,
St. Bonaventure University,Sam Stith,559,188,83,1937,Greenville County,Virginia
Michigan State University,Horace Walker,560,190,95,1937,Chester,Pennsylvania
University of Cincinnati,Bob Wiesenhahn,561,193,97,1938,,
University of Memphis,Wayne Yates,562,203,106,1937,,
Miami University,Dave Zeller,563,185,79,1939,,
Tennessee State University,John Barnhill,564,185,81,1938,Sturgis,Kentucky
Prairie View A&M University,Zelmo Beaty*,565,206,102,1939,Hillister,Texas
University of Kansas,Bill Bridges,566,198,103,1939,Hobbs,New Mexico
Wake Forest University,Len Chappell,567,203,108,1941,Portage,Pennsylvania
University of Kentucky,Johnny Cox,568,193,81,1936,Neon,Kentucky
University of Detroit Mercy,Dave DeBusschere*,569,198,99,1940,Detroit,Michigan
Purdue University,Terry Dischinger,570,201,85,1940,Terre Haute,Indiana
Belmont Abbey College,Danny Doyle,571,203,90,1940,Long Island City,New York
Tulane University,Bob Duffy,572,193,79,1922,,
St. John's University,Leroy Ellis,573,208,95,1940,Far Rockaway,New York
Florida State University,Dave Fedor,574,198,86,1940,,
College of the Holy Cross,Jack Foley,575,190,77,1939,Worcester,Massachusetts
University of Iowa,Dave Gunther,576,201,86,1937,,
Grambling State University,Charlie Hardnett,577,203,102,1938,Atlanta,Georgia
Ohio State University,John Havlicek*,578,196,92,1940,Martins Ferry,Ohio
University of Kansas,Wayne Hightower,579,203,87,1940,Philadelphia,Pennsylvania
,Paul Hogue,580,203,87,1940,,
St. John's University,Kevin Loughery,581,190,86,1940,Brooklyn,New York
University of Utah,Bill McGill,582,206,102,1939,San Angelo,Texas
Tennessee State University,Porter Meriwether,583,188,81,1940,,
University of Texas-Pan American,Howie Montgomery,584,196,99,1940,,
University of Iowa,Don Nelson*,585,198,95,1940,Muskegon,Michigan
Ohio State University,Mel Nowell,586,188,77,1939,,
University of Louisville,Bud Olsen,587,203,99,1940,,
University of Southern California,John Rudometkin,588,198,92,1940,Santa Maria,California
Kenyon College,Jeff Slade,589,198,99,1941,,
St. Bonaventure University,Tom Stith,590,196,95,1939,Greenville County,Virginia
Morehead State University,Dan Swartz,591,193,97,1934,Owingsville,Kentucky
Thomas More College,Dan Tieman,592,183,83,1940,Covington,Kentucky
,Gene Tormohlen,593,183,83,1940,,
Southern Illinois University,Chico Vaughn,594,188,86,1940,Portland,Oregon
Bradley University,Chet Walker*,595,198,96,1940,Bethlehem,Mississippi
Tennessee State University,Ben Warley,596,196,90,1936,Washington,District of Columbia
Northwestern University,Ralph Wells,597,185,81,1940,,
Villanova University,Hubie White,598,193,92,1940,,
Wichita State University,Gene Wiley,599,208,95,1937,,
University of Texas at Austin,Jay Arnette,600,188,79,1938,Austin,Texas
Kansas State University,Larry Comley,601,196,95,1939,,
Western Carolina University,Mel Gibson,602,190,81,1940,Cordova,North Carolina
University of Maryland,Jerry Greenspan,603,196,88,1941,,
,Reggie Harding,604,213,112,1942,,
Loyola University of Chicago,Jerry Harkness,605,188,79,1940,New York,New York
Duke University,Art Heyman,606,196,92,1941,New York,New York
Oklahoma City University,Gary Hill,607,193,83,1941,,
Villanova University,Tom Hoover,608,206,104,1941,Washington,District of Columbia
University of Idaho,Gus Johnson*,609,198,104,1938,Akron,Ohio
University of Tulsa,Jim King,610,188,79,1941,Tulsa,Oklahoma
Marquette University,Don Kojis,611,196,97,1939,Milwaukee,Wisconsin
Ohio State University,Jerry Lucas*,612,203,104,1940,Middletown,Ohio
Seattle University,Eddie Miles,613,193,88,1940,North Little Rock,Arkansas
Wheaton College,Mel Peterson,614,193,83,1938,Thief River Falls,Minnesota
North Carolina State University,Ken Rohloff,615,183,88,1939,,
Ohio State University,Larry Siegfried,616,190,86,1939,Shelby,Ohio
Jacksonville University,Roger Strickland,617,196,90,1940,Jacksonville,Florida
University of Cincinnati,Tom Thacker,618,188,77,1939,Covington,Kentucky
West Virginia University,Rod Thorn,619,193,88,1941,Princeton,West Virginia
Bowling Green State University,Nate Thurmond*,620,211,102,1941,Akron,Ohio
Boston College,Gerry Ward,621,193,88,1941,,
Stanford University,John Windsor,622,203,97,1940,,
University of Texas at El Paso,Jim Barnes,623,203,95,1941,Tuckerman,Arkansas
University of Cincinnati,Ron Bonham,624,196,87,1942,Muncie,Indiana
Ohio State University,Gary Bradds,625,203,95,1942,Jamestown,Ohio
DePaul University,Em Bryant,626,185,79,1938,Chicago,Illinois
Arizona State University,Joe Caldwell,627,196,88,1941,Texas City,Texas
Oregon State University,Mel Counts,628,213,104,1941,Coos Bay,Oregon
Saint Joseph's University,Steve Courtin,629,185,85,1942,,
Loyola Marymount University,Jerry Grote,630,193,97,1940,,
New York University,Happy Hairston,631,201,102,1942,Winston-Salem,North Carolina
,Walt Hazzard,632,201,102,1942,,
Loyola University of Chicago,Les Hunter,633,201,95,1942,Nashville,Tennessee
University of Texas-Pan American,Luke Jackson,634,206,108,1941,San Marcos,Texas
University of Toledo,Larry Jones,635,188,81,1942,Columbus,Ohio
University of Kentucky,Wali Jones,636,193,102,1926,Harlan,Kentucky
Bowling Green State University,Howard Komives,637,185,83,1941,Toledo,Ohio
Oklahoma City University,Bud Koper,638,198,95,1942,Rocky,Oklahoma
New York University,Barry Kramer,639,193,90,1942,Schenectady,New York
Drake University,McCoy McLemore,640,201,104,1942,Houston,Texas
Duke University,Jeff Mullins,641,193,86,1942,Astoria,New York
University of Kentucky,Cotton Nash,642,196,97,1942,Jersey City,New Jersey
Grambling State University,Willis Reed*,643,206,106,1942,Hico,Louisiana
Creighton University,Paul Silas,644,201,99,1943,Prescott,Arkansas
Providence College,John Thompson*,645,208,102,1941,Washington,District of Columbia
Seattle University,John Tresvant,646,201,97,1939,,
University of Cincinnati,George Wilson,647,203,102,1942,Meridian,Mississippi
University of Miami,Rick Barry*,648,201,92,1944,Elizabeth,New Jersey
Elon University,Jesse Branson,649,201,88,1942,Burlington,North Carolina
University of Michigan,Bill Buntin,650,201,113,1942,Detroit,Michigan
Ohio Wesleyan University,Barry Clemens,651,198,95,1943,Dayton,Ohio
University of North Carolina,Billy Cunningham*,652,198,95,1943,Brooklyn,New York
"University of California, Los Angeles",Keith Erickson,653,196,88,1944,San Francisco,California
Brigham Young University,John Fairchild,654,203,92,1943,Encinitas,California
Grambling State University,Will Frazier,655,201,95,1942,Minden,Louisiana
"University of California, Los Angeles",Gail Goodrich*,656,185,77,1943,Los Angeles,California
Davidson College,Fred Hetzel,657,203,99,1942,Washington,District of Columbia
Indiana University,Jon McGlocklin,658,196,92,1943,Franklin,Indiana
Miles College,Thales McReynolds,659,190,83,1943,Birmingham,Alabama
University of Notre Dame,Ron Reed,660,196,92,1942,La Porte,Indiana
University of Evansville,Jerry Sloan*,661,196,88,1942,McLeansboro,Illinois
Duquesne University,Willie Somerset,662,173,77,1942,Sharon,Pennsylvania
Wichita State University,Dave Stallworth,663,201,90,1941,Dallas,Texas
Bradley University,Joe Strawder,664,208,106,1940,Belle Glade,Florida
,Dick Van,665,208,106,1940,,
,Tom Van,666,208,106,1940,,
Pepperdine University,Bob Warlick,667,196,90,1941,Hickory,North Carolina
Villanova University,Jim Washington,668,198,95,1943,Philadelphia,Pennsylvania
Wake Forest University,Ron Watts,669,198,95,1943,,
Pennsylvania State University,Bob Weiss,670,188,81,1942,Easton,Pennsylvania
Morehead State University,Henry Akin,671,208,102,1944,Detroit,Michigan
Boston College,Johnny Austin,672,183,77,1944,Washington,District of Columbia
University of Texas at El Paso,Jim Barnett,673,203,95,1941,Tuckerman,Arkansas
Syracuse University,Dave Bing*,674,190,81,1943,Washington,District of Columbia
University of Southern California,John Block,675,206,93,1944,Los Angeles,California
Wichita State University,Nate Bowman,676,208,104,1943,Fort Worth,Texas
University of Utah,Jerry Chambers,677,196,83,1943,Washington,District of Columbia
University of Minnesota,Archie Clark,678,188,79,1941,Conway,Arkansas
St. Bonaventure University,Freddie Crawford,679,193,85,1941,New York,New York
University of Rochester,Dave Deutsch,680,185,77,1945,Brooklyn,New York
University of San Francisco,Joe Ellis,681,198,79,1944,,
University of Dayton,Hank Finkel,682,213,108,1942,Union City,New Jersey
Saint Joseph's University,Matt Guokas,683,190,88,1915,,
University of Tennessee,Bob Hogsett,684,201,104,1941,,
University of Minnesota,Lou Hudson,685,196,95,1944,Greensboro,North Carolina
Ohio State University,Neil Johnson,686,203,95,1929,Chillicothe,Ohio
University of Connecticut,Toby Kimball,687,198,99,1942,Framingham,Massachusetts
