team1,team2,id,season,city,date,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
Mumbai Indians,Kings XI Punjab,552,2015,Chandigarh,5/3/2015,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,VA Kulkarni,
Rajasthan Royals,Delhi Daredevils,553,2015,Mumbai,5/3/2015,Delhi Daredevils,field,normal,0,Rajasthan Royals,14,0,AM Rahane,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,
Chennai Super Kings,Royal Challengers Bangalore,554,2015,Chennai,5/4/2015,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath,
Kolkata Knight Riders,Sunrisers Hyderabad,555,2015,Kolkata,5/4/2015,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,35,0,UT Yadav,Eden Gardens,AK Chaudhary,M Erasmus,
Delhi Daredevils,Mumbai Indians,556,2015,Mumbai,5/5/2015,Delhi Daredevils,bat,normal,0,Mumbai Indians,0,5,Harbhajan Singh,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
Royal Challengers Bangalore,Kings XI Punjab,557,2015,Bangalore,5/6/2015,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,138,0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
Sunrisers Hyderabad,Rajasthan Royals,558,2015,Mumbai,5/7/2015,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,7,0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin,
Chennai Super Kings,Mumbai Indians,559,2015,Chennai,5/8/2015,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,CK Nandan,
Kings XI Punjab,Kolkata Knight Riders,560,2015,Kolkata,5/9/2015,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,1,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
Sunrisers Hyderabad,Delhi Daredevils,561,2015,Raipur,5/9/2015,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,
Royal Challengers Bangalore,Mumbai Indians,562,2015,Mumbai,5/10/2015,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,39,0,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin,
Chennai Super Kings,Rajasthan Royals,563,2015,Chennai,5/10/2015,Chennai Super Kings,bat,normal,0,Chennai Super Kings,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,
Sunrisers Hyderabad,Kings XI Punjab,564,2015,Hyderabad,5/11/2015,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
Chennai Super Kings,Delhi Daredevils,565,2015,Raipur,5/12/2015,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,
Kings XI Punjab,Royal Challengers Bangalore,566,2015,Chandigarh,5/13/2015,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin,
Mumbai Indians,Kolkata Knight Riders,567,2015,Mumbai,5/14/2015,Kolkata Knight Riders,field,normal,0,Mumbai Indians,5,0,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,
Sunrisers Hyderabad,Royal Challengers Bangalore,568,2015,Hyderabad,5/15/2015,Sunrisers Hyderabad,bat,normal,1,Royal Challengers Bangalore,0,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
Kings XI Punjab,Chennai Super Kings,569,2015,Chandigarh,5/16/2015,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali",CK Nandan,C Shamshuddin,
Rajasthan Royals,Kolkata Knight Riders,570,2015,Mumbai,5/16/2015,Rajasthan Royals,bat,normal,0,Rajasthan Royals,9,0,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth,
Delhi Daredevils,Royal Challengers Bangalore,571,2015,Bangalore,5/17/2015,Royal Challengers Bangalore,field,no result,0,,0,0,,M Chinnaswamy Stadium,HDPK Dharmasena,K Srinivasan,
Sunrisers Hyderabad,Mumbai Indians,572,2015,Hyderabad,5/17/2015,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,K Srinath,
Mumbai Indians,Chennai Super Kings,573,2015,Mumbai,5/19/2015,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,
Royal Challengers Bangalore,Rajasthan Royals,574,2015,Pune,5/20/2015,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,71,0,AB de Villiers,Maharashtra Cricket Association Stadium,AK Chaudhary,C Shamshuddin,
Royal Challengers Bangalore,Chennai Super Kings,575,2015,Ranchi,5/22/2015,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,3,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,
Mumbai Indians,Chennai Super Kings,576,2015,Kolkata,5/24/2015,Chennai Super Kings,field,normal,0,Mumbai Indians,41,0,RG Sharma,Eden Gardens,HDPK Dharmasena,RK Illingworth,
Mumbai Indians,Rising Pune Supergiants,577,2016,Mumbai,4/9/2016,Mumbai Indians,bat,normal,0,Rising Pune Supergiants,0,9,AM Rahane,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
Delhi Daredevils,Kolkata Knight Riders,578,2016,Kolkata,4/10/2016,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,AD Russell,Eden Gardens,S Ravi,C Shamshuddin,
Kings XI Punjab,Gujarat Lions,579,2016,Chandigarh,4/11/2016,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,VA Kulkarni,
Royal Challengers Bangalore,Sunrisers Hyderabad,580,2016,Bangalore,4/12/2016,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,45,0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,
Kolkata Knight Riders,Mumbai Indians,581,2016,Kolkata,4/13/2016,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,
Rising Pune Supergiants,Gujarat Lions,582,2016,Rajkot,4/14/2016,Rising Pune Supergiants,bat,normal,0,Gujarat Lions,0,7,AJ Finch,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,
Kings XI Punjab,Delhi Daredevils,583,2016,Delhi,4/15/2016,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin,
Sunrisers Hyderabad,Kolkata Knight Riders,584,2016,Hyderabad,4/16/2016,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
Mumbai Indians,Gujarat Lions,585,2016,Mumbai,4/16/2016,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,AJ Finch,Wankhede Stadium,HDPK Dharmasena,VK Sharma,
Rising Pune Supergiants,Kings XI Punjab,586,2016,Chandigarh,4/17/2016,Rising Pune Supergiants,bat,normal,0,Kings XI Punjab,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
Royal Challengers Bangalore,Delhi Daredevils,587,2016,Bangalore,4/17/2016,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,Q de Kock,M Chinnaswamy Stadium,VA Kulkarni,A Nand Kishore,
Mumbai Indians,Sunrisers Hyderabad,588,2016,Hyderabad,4/18/2016,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VK Sharma,
Kings XI Punjab,Kolkata Knight Riders,589,2016,Chandigarh,4/19/2016,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
Royal Challengers Bangalore,Mumbai Indians,590,2016,Mumbai,4/20/2016,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,
Gujarat Lions,Sunrisers Hyderabad,591,2016,Rajkot,4/21/2016,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,
Royal Challengers Bangalore,Rising Pune Supergiants,592,2016,Pune,4/22/2016,Rising Pune Supergiants,field,normal,0,Royal Challengers Bangalore,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,
Delhi Daredevils,Mumbai Indians,593,2016,Delhi,4/23/2016,Mumbai Indians,field,normal,0,Delhi Daredevils,10,0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,
Kings XI Punjab,Sunrisers Hyderabad,594,2016,Hyderabad,4/23/2016,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
Royal Challengers Bangalore,Gujarat Lions,595,2016,Rajkot,4/24/2016,Royal Challengers Bangalore,bat,normal,0,Gujarat Lions,0,6,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,
Rising Pune Supergiants,Kolkata Knight Riders,596,2016,Pune,4/24/2016,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,2,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,
Mumbai Indians,Kings XI Punjab,597,2016,Chandigarh,4/25/2016,Kings XI Punjab,field,normal,0,Mumbai Indians,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,
Sunrisers Hyderabad,Rising Pune Supergiants,598,2016,Hyderabad,4/26/2016,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,CK Nandan,
Gujarat Lions,Delhi Daredevils,599,2016,Delhi,4/27/2016,Delhi Daredevils,field,normal,0,Gujarat Lions,1,0,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,
Kolkata Knight Riders,Mumbai Indians,600,2016,Mumbai,4/28/2016,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,
Rising Pune Supergiants,Gujarat Lions,601,2016,Pune,4/29/2016,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
Delhi Daredevils,Kolkata Knight Riders,602,2016,Delhi,4/30/2016,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,27,0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,
Sunrisers Hyderabad,Royal Challengers Bangalore,603,2016,Hyderabad,4/30/2016,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
Kings XI Punjab,Gujarat Lions,604,2016,Rajkot,5/1/2016,Gujarat Lions,field,normal,0,Kings XI Punjab,23,0,AR Patel,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,
Rising Pune Supergiants,Mumbai Indians,605,2016,Pune,5/1/2016,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,
Royal Challengers Bangalore,Kolkata Knight Riders,606,2016,Bangalore,5/2/2016,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,M Chinnaswamy Stadium,M Erasmus,S Ravi,
Gujarat Lions,Delhi Daredevils,607,2016,Rajkot,5/3/2016,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
Kolkata Knight Riders,Kings XI Punjab,608,2016,Kolkata,5/4/2016,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,7,0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
Delhi Daredevils,Rising Pune Supergiants,609,2016,Delhi,5/5/2016,Rising Pune Supergiants,field,normal,0,Rising Pune Supergiants,0,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,
Gujarat Lions,Sunrisers Hyderabad,610,2016,Hyderabad,5/6/2016,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,
Rising Pune Supergiants,Royal Challengers Bangalore,611,2016,Bangalore,5/7/2016,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,
Kings XI Punjab,Delhi Daredevils,612,2016,Chandigarh,5/7/2016,Delhi Daredevils,field,normal,0,Kings XI Punjab,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,
Sunrisers Hyderabad,Mumbai Indians,613,2016,Visakhapatnam,5/8/2016,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,
Kolkata Knight Riders,Gujarat Lions,614,2016,Kolkata,5/8/2016,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,P Kumar,Eden Gardens,M Erasmus,RJ Tucker,
Royal Challengers Bangalore,Kings XI Punjab,615,2016,Chandigarh,5/9/2016,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,
Sunrisers Hyderabad,Rising Pune Supergiants,616,2016,Visakhapatnam,5/10/2016,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,
Royal Challengers Bangalore,Mumbai Indians,617,2016,Bangalore,5/11/2016,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
Sunrisers Hyderabad,Delhi Daredevils,618,2016,Hyderabad,5/12/2016,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,
Mumbai Indians,Kings XI Punjab,619,2016,Visakhapatnam,5/13/2016,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,
Royal Challengers Bangalore,Gujarat Lions,620,2016,Bangalore,5/14/2016,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,144,0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,
Rising Pune Supergiants,Kolkata Knight Riders,621,2016,Kolkata,5/14/2016,Rising Pune Supergiants,bat,normal,1,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,
Kings XI Punjab,Sunrisers Hyderabad,622,2016,Chandigarh,5/15/2016,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,
Mumbai Indians,Delhi Daredevils,623,2016,Visakhapatnam,5/15/2016,Delhi Daredevils,field,normal,0,Mumbai Indians,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,
Kolkata Knight Riders,Royal Challengers Bangalore,624,2016,Kolkata,5/16/2016,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,
Delhi Daredevils,Rising Pune Supergiants,625,2016,Visakhapatnam,5/17/2016,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,
Royal Challengers Bangalore,Kings XI Punjab,626,2016,Bangalore,5/18/2016,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,
Kolkata Knight Riders,Gujarat Lions,627,2016,Kanpur,5/19/2016,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,
Sunrisers Hyderabad,Delhi Daredevils,628,2016,Raipur,5/20/2016,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
Kings XI Punjab,Rising Pune Supergiants,629,2016,Visakhapatnam,5/21/2016,Kings XI Punjab,bat,normal,0,Rising Pune Supergiants,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,
Mumbai Indians,Gujarat Lions,630,2016,Kanpur,5/21/2016,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,
Kolkata Knight Riders,Sunrisers Hyderabad,631,2016,Kolkata,5/22/2016,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
Delhi Daredevils,Royal Challengers Bangalore,632,2016,Raipur,5/22/2016,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
Gujarat Lions,Royal Challengers Bangalore,633,2016,Bangalore,5/24/2016,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,
Sunrisers Hyderabad,Kolkata Knight Riders,634,2016,Delhi,5/25/2016,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,
Gujarat Lions,Sunrisers Hyderabad,635,2016,Delhi,5/27/2016,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,
Sunrisers Hyderabad,Royal Challengers Bangalore,636,2016,Bangalore,5/29/2016,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
